Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Alabama,1,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,17,501447,Unreliable
,Alabama,1,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,16,256847,Unreliable
,Alabama,1,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,65-74 years,65-74,21,501447,4.2
,Alabama,1,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,75-84 years,75-84,24,256847,9.3
,Alabama,1,2019,2019,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,75-84 years,75-84,11,256847,Unreliable
,Alabama,1,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,928,501447,185.1
,Alabama,1,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,715,256847,278.4
,Alabama,1,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,249,91543,272
,Alabama,1,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,65-74 years,65-74,17,501447,Unreliable
,Alabama,1,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,31,501447,6.2
,Alabama,1,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,28,256847,10.9
,Alabama,1,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,11,91543,Unreliable
,Alabama,1,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,65-74 years,65-74,11,501447,Unreliable
,Alabama,1,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,10,256847,Unreliable
,Alabama,1,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,13,91543,Unreliable
,Alabama,1,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,14,501447,Unreliable
,Alabama,1,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,192,501447,38.3
,Alabama,1,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,150,256847,58.4
,Alabama,1,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,109,91543,119.1
,Alabama,1,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,27,501447,5.4
,Alabama,1,2019,2019,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,38,501447,7.6
,Alabama,1,2019,2019,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,17,256847,Unreliable
,Alabama,1,2019,2019,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,15,91543,Unreliable
,Alabama,1,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,11,501447,Unreliable
,Alabama,1,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,12,256847,Unreliable
,Alabama,1,2019,2019,Malignant neoplasm of ovary,C56,65-74 years,65-74,62,501447,12.4
,Alabama,1,2019,2019,Malignant neoplasm of ovary,C56,75-84 years,75-84,68,256847,26.5
,Alabama,1,2019,2019,Malignant neoplasm of ovary,C56,85+ years,85+,32,91543,35
,Alabama,1,2019,2019,Malignant neoplasm of prostate,C61,65-74 years,65-74,153,501447,30.5
,Alabama,1,2019,2019,Malignant neoplasm of prostate,C61,75-84 years,75-84,169,256847,65.8
,Alabama,1,2019,2019,Malignant neoplasm of prostate,C61,85+ years,85+,124,91543,135.5
,Alabama,1,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,67,501447,13.4
,Alabama,1,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,53,256847,20.6
,Alabama,1,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,25,91543,27.3
,Alabama,1,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,69,501447,13.8
,Alabama,1,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,89,256847,34.7
,Alabama,1,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,68,91543,74.3
,Alabama,1,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,80,501447,16
,Alabama,1,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,68,256847,26.5
,Alabama,1,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,14,91543,Unreliable
,Alabama,1,2019,2019,Malignant neoplasm of thyroid gland,C73,75-84 years,75-84,12,256847,Unreliable
,Alabama,1,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,23,501447,4.6
,Alabama,1,2019,2019,Malignant neoplasm without specification of site,C80,65-74 years,65-74,143,501447,28.5
,Alabama,1,2019,2019,Malignant neoplasm without specification of site,C80,75-84 years,75-84,109,256847,42.4
,Alabama,1,2019,2019,Malignant neoplasm without specification of site,C80,85+ years,85+,59,91543,64.5
,Alabama,1,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,65-74 years,65-74,15,501447,Unreliable
,Alabama,1,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,12,256847,Unreliable
,Alabama,1,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,12,501447,Unreliable
,Alabama,1,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,19,256847,Unreliable
,Alabama,1,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,48,501447,9.6
,Alabama,1,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,42,256847,16.4
,Alabama,1,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,33,91543,36
,Alabama,1,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,66,501447,13.2
,Alabama,1,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,82,256847,31.9
,Alabama,1,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,27,91543,29.5
,Alabama,1,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,19,256847,Unreliable
,Alabama,1,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,28,91543,30.6
,Alabama,1,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,38,501447,7.6
,Alabama,1,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,43,256847,16.7
,Alabama,1,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,13,501447,Unreliable
,Alabama,1,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,21,256847,8.2
,Alabama,1,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,85+ years,85+,16,91543,Unreliable
,Alabama,1,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,23,501447,4.6
,Alabama,1,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,34,256847,13.2
,Alabama,1,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,16,91543,Unreliable
,Alabama,1,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,27,501447,5.4
,Alabama,1,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,33,256847,12.8
,Alabama,1,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,30,91543,32.8
,Alabama,1,2020,2020,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,13,517717,Unreliable
,Alabama,1,2020,2020,"Mouth, unspecified - Malignant neoplasms",C06.9,75-84 years,75-84,10,263668,Unreliable
,Alabama,1,2020,2020,"Oropharynx, unspecified - Malignant neoplasms",C10.9,65-74 years,65-74,10,517717,Unreliable
,Alabama,1,2020,2020,"Pharynx, unspecified - Malignant neoplasms",C14.0,65-74 years,65-74,14,517717,Unreliable
,Alabama,1,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,75,517717,14.5
,Alabama,1,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,45,263668,17.1
,Alabama,1,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,85+ years,85+,18,92859,Unreliable
,Alabama,1,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,35,517717,6.8
,Alabama,1,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,75-84 years,75-84,33,263668,12.5
,Alabama,1,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,85+ years,85+,21,92859,22.6
,Alabama,1,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,168,517717,32.5
,Alabama,1,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,160,263668,60.7
,Alabama,1,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,99,92859,106.6
,Alabama,1,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,65-74 years,65-74,13,517717,Unreliable
,Alabama,1,2020,2020,Malignant neoplasm of rectum,C20,65-74 years,65-74,28,517717,5.4
,Alabama,1,2020,2020,Malignant neoplasm of rectum,C20,75-84 years,75-84,18,263668,Unreliable
,Alabama,1,2020,2020,Malignant neoplasm of rectum,C20,85+ years,85+,11,92859,Unreliable
,Alabama,1,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,64,517717,12.4
,Alabama,1,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,18,263668,Unreliable
,Alabama,1,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,32,517717,6.2
,Alabama,1,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,28,263668,10.6
,Alabama,1,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,85+ years,85+,13,92859,Unreliable
,Alabama,1,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,79,517717,15.3
,Alabama,1,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,57,263668,21.6
,Alabama,1,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,19,92859,Unreliable
,Alabama,1,2020,2020,Head of pancreas - Malignant neoplasms,C25.0,75-84 years,75-84,12,263668,Unreliable
,Alabama,1,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,245,517717,47.3
,Alabama,1,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,179,263668,67.9
,Alabama,1,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,83,92859,89.4
,Alabama,1,2020,2020,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,75-84 years,75-84,11,263668,Unreliable
,Alabama,1,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,23,517717,4.4
,Alabama,1,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,21,263668,8
,Alabama,1,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,65-74 years,65-74,27,517717,5.2
,Alabama,1,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,75-84 years,75-84,37,263668,14
,Alabama,1,2020,2020,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,65-74 years,65-74,11,517717,Unreliable
,Alabama,1,2020,2020,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,75-84 years,75-84,12,263668,Unreliable
,Alabama,1,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,923,517717,178.3
,Alabama,1,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,712,263668,270
,Alabama,1,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,228,92859,245.5
,Alabama,1,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,27,517717,5.2
,Alabama,1,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,32,263668,12.1
,Alabama,1,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,14,92859,Unreliable
,Alabama,1,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,13,92859,Unreliable
,Alabama,1,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,16,517717,Unreliable
,Alabama,1,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,211,517717,40.8
,Alabama,1,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,128,263668,48.5
,Alabama,1,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,105,92859,113.1
,Alabama,1,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,16,517717,Unreliable
,Alabama,1,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,17,263668,Unreliable
,Alabama,1,2020,2020,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,38,517717,7.3
,Alabama,1,2020,2020,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,28,263668,10.6
,Alabama,1,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,19,517717,Unreliable
,Alabama,1,2020,2020,Malignant neoplasm of ovary,C56,65-74 years,65-74,58,517717,11.2
,Alabama,1,2020,2020,Malignant neoplasm of ovary,C56,75-84 years,75-84,44,263668,16.7
,Alabama,1,2020,2020,Malignant neoplasm of ovary,C56,85+ years,85+,20,92859,21.5
,Alabama,1,2020,2020,Malignant neoplasm of prostate,C61,65-74 years,65-74,160,517717,30.9
,Alabama,1,2020,2020,Malignant neoplasm of prostate,C61,75-84 years,75-84,183,263668,69.4
,Alabama,1,2020,2020,Malignant neoplasm of prostate,C61,85+ years,85+,130,92859,140
,Alabama,1,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,61,517717,11.8
,Alabama,1,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,60,263668,22.8
,Alabama,1,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,29,92859,31.2
,Alabama,1,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,70,517717,13.5
,Alabama,1,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,89,263668,33.8
,Alabama,1,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,77,92859,82.9
,Alabama,1,2020,2020,Frontal lobe - Malignant neoplasms,C71.1,65-74 years,65-74,13,517717,Unreliable
,Alabama,1,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,75,517717,14.5
,Alabama,1,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,52,263668,19.7
,Alabama,1,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,18,92859,Unreliable
,Alabama,1,2020,2020,Malignant neoplasm of thyroid gland,C73,65-74 years,65-74,10,517717,Unreliable
,Alabama,1,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,75-84 years,75-84,10,263668,Unreliable
,Alabama,1,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,16,517717,Unreliable
,Alabama,1,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,75-84 years,75-84,12,263668,Unreliable
,Alabama,1,2020,2020,Malignant neoplasm without specification of site,C80,65-74 years,65-74,133,517717,25.7
,Alabama,1,2020,2020,Malignant neoplasm without specification of site,C80,75-84 years,75-84,138,263668,52.3
,Alabama,1,2020,2020,Malignant neoplasm without specification of site,C80,85+ years,85+,60,92859,64.6
,Alabama,1,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,65-74 years,65-74,14,517717,Unreliable
,Alabama,1,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,11,263668,Unreliable
,Alabama,1,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,11,517717,Unreliable
,Alabama,1,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,22,263668,8.3
,Alabama,1,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,85+ years,85+,15,92859,Unreliable
,Alabama,1,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,35,517717,6.8
,Alabama,1,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,44,263668,16.7
,Alabama,1,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,32,92859,34.5
,Alabama,1,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,63,517717,12.2
,Alabama,1,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,76,263668,28.8
,Alabama,1,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,50,92859,53.8
,Alabama,1,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,65-74 years,65-74,14,517717,Unreliable
,Alabama,1,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,17,263668,Unreliable
,Alabama,1,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,13,92859,Unreliable
,Alabama,1,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,37,517717,7.1
,Alabama,1,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,54,263668,20.5
,Alabama,1,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,21,92859,22.6
,Alabama,1,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,16,517717,Unreliable
,Alabama,1,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,16,263668,Unreliable
,Alabama,1,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,32,517717,6.2
,Alabama,1,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,31,263668,11.8
,Alabama,1,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,18,92859,Unreliable
,Alabama,1,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,24,517717,4.6
,Alabama,1,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,40,263668,15.2
,Alabama,1,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,39,92859,42
,Alaska,2,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,12,23107,Unreliable
,Alaska,2,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,26,61300,42.4
,Alaska,2,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,17,23107,Unreliable
,Alaska,2,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,14,61300,Unreliable
,Alaska,2,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,29,61300,47.3
,Alaska,2,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,11,23107,Unreliable
,Alaska,2,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,81,61300,132.1
,Alaska,2,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,60,23107,259.7
,Alaska,2,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,13,7181,Unreliable
,Alaska,2,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,21,61300,34.3
,Alaska,2,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,10,23107,Unreliable
,Alaska,2,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,10,7181,Unreliable
,Alaska,2,2019,2019,Malignant neoplasm of prostate,C61,65-74 years,65-74,19,61300,Unreliable
,Alaska,2,2019,2019,Malignant neoplasm of prostate,C61,75-84 years,75-84,23,23107,99.5
,Alaska,2,2019,2019,Malignant neoplasm of prostate,C61,85+ years,85+,17,7181,Unreliable
,Alaska,2,2019,2019,Malignant neoplasm without specification of site,C80,65-74 years,65-74,27,61300,44
,Alaska,2,2019,2019,Malignant neoplasm without specification of site,C80,75-84 years,75-84,16,23107,Unreliable
,Alaska,2,2019,2019,Malignant neoplasm without specification of site,C80,85+ years,85+,11,7181,Unreliable
,Alaska,2,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,10,64158,Unreliable
,Alaska,2,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,13,64158,Unreliable
,Alaska,2,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,18,24379,Unreliable
,Alaska,2,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,11,7339,Unreliable
,Alaska,2,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,11,64158,Unreliable
,Alaska,2,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,36,64158,56.1
,Alaska,2,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,21,24379,86.1
,Alaska,2,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,92,64158,143.4
,Alaska,2,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,58,24379,237.9
,Alaska,2,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,22,7339,299.8
,Alaska,2,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,19,64158,Unreliable
,Alaska,2,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,10,24379,Unreliable
,Alaska,2,2020,2020,Malignant neoplasm of prostate,C61,65-74 years,65-74,16,64158,Unreliable
,Alaska,2,2020,2020,Malignant neoplasm of prostate,C61,75-84 years,75-84,18,24379,Unreliable
,Alaska,2,2020,2020,Malignant neoplasm of prostate,C61,85+ years,85+,11,7339,Unreliable
,Alaska,2,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,10,64158,Unreliable
,Alaska,2,2020,2020,Malignant neoplasm without specification of site,C80,65-74 years,65-74,24,64158,37.4
,Alaska,2,2020,2020,Malignant neoplasm without specification of site,C80,75-84 years,75-84,28,24379,114.9
,Alaska,2,2020,2020,Malignant neoplasm without specification of site,C80,85+ years,85+,12,7339,Unreliable
,Arizona,4,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,21,751699,2.8
,Arizona,4,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,75-84 years,75-84,10,411197,Unreliable
,Arizona,4,2019,2019,"Pharynx, unspecified - Malignant neoplasms",C14.0,65-74 years,65-74,10,751699,Unreliable
,Arizona,4,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,106,751699,14.1
